,0
4382,р≥денький
4383,мочарникова
4384,≥лена
4385,померти
4386,потому
4387,разом
4388,пити
4389,здоров'€
4390,маржинка
4391,г≥сть
4392,набирати
4393,бербениц€
4394,бриндза
4395,мирн≥сть
4396,спускались
4397,долина
4398,веч≥р
4399,стањ
4400,палали
4401,вогонь
4402,в≥вчар
4403,скидати
4404,одежа
4405,трусити
4406,вош≥
4407,з≥бравшись
4408,докупи
4409,зголодн≥лий
4410,л≥то
4411,чел€дини
4412,вести
4413,безконечний
4414,масний
4415,розмова
4416,рег≥т
4417,покривати
4418,сонний
4419,з≥тханн€
4420,худоба
4421,≥ван
4422,перше
4423,обл€гатись
4424,кликати
4425,миколу
4426,сп≥вучий
4427,гов≥ркий
4428,мико
4429,ходи
4430,д
4431,брачч≥ку
4432,почекай
4433,брачч≥ку
4434,йва
4435,гукати
4436,стањ
4437,спузар
4438,зв≥дти
4439,дол≥тати
4440,≥ван
4441,сп≥ванка
4442,чорногора
4443,хл≥б
4444,родити
4445,родити
4446,пшениц€
4447,викохувати
4448,в≥вчарик
4449,сирок
4450,жентиц€
4451,микола
4452,сирота
4453,вирости
4454,полонина
4455,плекати
4456,м€
4457,в≥вц€
4458,пригладжуючи
4459,непок≥рний
4460,кучерик
4461,упоравшись
4462,л€гати
4463,спузар
4464,≥ван
4465,чорний
4466,пересичений
4467,дим
4468,блищав
4469,молодий
4470,зуб
4471,вогонь
4472,ватра
4473,≥ван
4474,присуватис€
4475,ближче
4476,ловити
4477,миколу
4478,ши€
4479,прохав
4480,опов≥ж
4481,брачч≥ку
4482,казка
4483,€кус
4484,знати
4485,чорний
4486,небо
4487,капати
4488,зор€
4489,пливла
4490,б≥лий
4491,шум
4492,небесний
4493,р≥ка
4494,долина
4495,др≥мати
4496,гора
4497,в≥дати
4498,рости
4499,кидати
4500,наче
4501,≥ван
4502,гора
4503,перший
4504,рости
4505,перестати
4506,микола
4507,мовкнути
4508,додавати
4509,стиха
4510,3
4511,первов≥к
4512,гора
4513,вода
4514,вода
4515,гейби
4516,море
4517,берег
4518,бог
4519,ходити
4520,вода
4521,уздр≥ти
4522,вода
4523,крутитис€
4524,шум
4525,запитати
4526,знати
4527,живий
4528,сме
4529,ходити
4530,могти
4531,ар≥дник
4532,бог
4533,него
4534,знати
4535,бог
4536,первов≥к
4537,дав
4538,бог
4539,рука
4540,нога
4541,ходити
4542,разом
4543,оба
4544,побратим
4545,от
4546,виучитис€
4547,вода
4548,ходити
4549,схот≥в
4550,бог
4551,земл€
4552,зробити
4553,д≥стати
4554,дно
4555,море
4556,глина
4557,знати
4558,бог
4559,знати
4560,св≥т
4561,вм≥ти
4562,зробити
4563,ар≥дник
4564,мати
4565,сила
4566,бих
4567,пронир
4568,пронри
4569,от
4570,п≥рнути
4571,дно
4572,згр≥б
4573,жмен€
4574,глина
4575,решта
4576,сховати
4577,рот
4578,уз€ти
4579,бог
4580,глина
4581,розс≥€ти
4582,нема
4583,нема
4584,поблагословити
4585,бог
4586,земл€
4587,рости
4588,рот
4589,сотони
4590,рости
4591,рости
4592,рости
4593,рота
4594,розперла
4595,дихати
4596,око
4597,лоб
4598,л≥зти
4599,плюй
4600,радити
4601,бог
4602,зачав
4603,плювати
4604,лиш
4605,плюне
4606,виростати
4607,гора
4608,один
4609,вищий
4610,другий
4611,небо
4612,доходити
4613,небо
4614,пробити
4615,бог
4616,закл€в
4617,в≥дтод≥
4618,перестати
4619,гора
4620,рости
4621,дивно
4622,≥ван
4623,красний
4624,гора
4625,веселий
4626,сотворити
4627,злий
4628,казати
4629,брачч≥ку
4630,просити
4631,≥ван
4632,микола
4633,знов
4634,починати
4635,ар≥дник
4636,здатний
4637,надумати
4638,зробити
4639,бог
4640,хот≥ти
4641,мусити
4642,вимудровувати
4643,украсти
4644,поробити
4645,ар≥дник
4646,в≥вц€
4647,зробити
4648,си
4649,скрипка
4650,грати
4651,в≥вц€
4652,пастис€
4653,побачити
4654,бог
4655,вкрасти
4656,тото
4657,него
4658,пастуша
4659,св≥т
4660,мудрощ≥
4661,штудерац≥€
4662,вс€ка
4663,сотони
4664,лиш
4665,в≥з
4666,к≥нь
4667,музика
4668,млин
4669,хата
4670,вигадати
4671,бог
4672,лиш
4673,красти
4674,давати
4675,людина
4676,ар≥дник
4677,змерзти
4678,загр≥тись
4679,вигадати
4680,ватра
4681,прийти
4682,бог
4683,ватра
4684,дивитис€
4685,вогонь
4686,знати
4687,покрасти
4688,сього
4689,дати
4690,дивитис€
4691,ар≥дник
4692,бог
4693,класти
4694,ватра
4695,стати
4696,досадно
4697,озьмив
4698,плюнути
4699,божий
4700,ватра
4701,той
4702,слина
4703,зн€тис€
4704,вогонь
4705,дим
4706,перший
4707,ватра
4708,дим
4709,чистий
4710,в≥дтод≥
4711,курити
4712,микола
4713,опов≥дати
4714,ненароком
4715,згадати
4716,чорт
4717,≥ван
4718,хрестити
4719,груди
4720,кептар
4721,микола
4722,плювати
4723,аби
4724,нечистий
4725,мати
4726,сила
4727,занедужав
4728,микола
4729,≥ван
4730,зам≥сть
4731,пильнувати
4732,ватра
4733,вогонь
4734,лава
4735,спати
4736,ватаг
4737,куток
4738,неспок≥йно
4739,хвилювати
4740,т≥нь
4741,од
4742,бербениц€
4743,постогнувати
4744,хорий
4745,чорний
4746,котл≥
4747,кип≥ти
4748,вода
4749,дим
4750,збиватис€
4751,дах
4752,вил≥тати
4753,кр≥зь
4754,іонт
4755,„асом
4756,нечистий
4757,дихнути
4758,д≥ра
4759,дим
4760,сила
4761,буха
4762,гризти
4763,око
4764,заснути
4765,сон
4766,нал€гати
4767,од≥гнати
4768,≥ван
4769,встромлювати
4770,око
4771,живий
4772,вогонь
4773,мусити
4774,сокотити
4775,вогонь
4776,сю
4777,полонинський
4778,душа
4779,знати
4780,статис€
4781,€кби
4782,вбер≥г
4783,веселий
4784,грань
4785,см≥€тис€
4786,≥ван
4787,важкий
4788,наклад
4789,чезне
4790,око
4791,пливти
4792,зелений
4793,пл€ма
4794,розпливатис€
4795,царинка
4796,смерековий
4797,л≥с
4798,царинц≥
4799,ступати
4800,б≥лий
4801,нога
4802,мар≥чка
4803,кида
4804,пол≥г
4805,грабл≥
4806,прост€гати
4807,рука
4808,мить
4809,≥ван
4810,почути
4811,м'€кий
4812,т≥ло
4813,мар≥чка
4814,груди
4815,л≥с
4816,виходити
4817,рик
4818,ведм≥дь
4819,б≥лий
4820,в≥вц€
4821,метатис€
4822,вб≥к
4823,одд≥л€ти
4824,од
4825,мар≥чка
4826,ху
4827,пек
4828,цур
4829,невже
4830,заснути
4831,жар
4832,ватра
4833,кл≥пати
4834,око
4835,ватаг
4836,хропе
4837,чорний
4838,покривалом
4839,рухливий
4840,т≥нь
4841,стогнати
4842,микола
4843,варити
4844,кулеша
4845,сн≥данок
4846,в≥вчар
4847,≥ван
4848,виходити
4849,стањ
4850,тиша
4851,холод
4852,об≥ймати
4853,десь
4854,загорода
4855,диха
4856,худ≥бка
4857,збились
4858,вовною
4859,в≥вц€
4860,слабо
4861,блищати
4862,застайка
4863,ватра
4864,в≥вчарка
4865,обступити
4866,≥ван
4867,вит€гувати
4868,залежаний
4869,т≥ло
4870,гребутьс€
4871,тертис€
4872,нога
4873,чорний
4874,гора
4875,залл€ти
4876,долина
4877,велетенський
4878,отара
4879,в≥кувати
4880,такий
4881,тиша
4882,чути
4883,диханн€
4884,худоба
4885,розстелилос€
4886,небо
4887,сей
4888,полонина
4889,небесний
4890,випасаютьс€
4891,зор€
4892,б≥лий
4893,овечка
4894,св≥т
4895,опр≥ч
4896,полонина
4897,одна
4898,послатис€
4899,долом
4900,другий
4901,гора
4902,др≥бний
4903,ц€тка
4904,чорн≥ти
4905,пастух
4906,нема
4907,н≥ч
4908,затопити
4909,гора
4910,зсунутис€
4911,гора
4912,роздушили
4913,живуще
4914,лиш
4915,один
4916,≥ван≥в
4917,серце
4918,глухо
4919,калата
4920,кептар
4921,безконечний
4922,мертвий
4923,прост≥р
4924,самота
4925,б≥ль
4926,зуб
4927,почина
4928,ссать
4929,серце
4930,великий
4931,вороже
4932,душити
4933,с€
4934,затверд≥ти
4935,тиша
4936,байдужний
4937,спок≥й
4938,сей
4939,сон
4940,небутт€
4941,нетерпл€чка
4942,стука
4943,голова
4944,горло
4945,хапати
4946,неспок≥й
4947,стрепенувшись
4948,крик
4949,улюлюканн€
4950,зойк
4951,кида
4952,полонина
4953,серед
4954,гвалт
4955,в≥вчарка
4956,дико
4957,ревучий
4958,клубок
4959,зламати
4960,тиша
4961,розбити
4962,н≥ч
4963,скалка
4964,кам≥нь
4965,шибку
4966,ов
4967,ов
4968,во
4969,одзиватис€
4970,збуджений
4971,гора
4972,га
4973,га
4974,га
4975,повтор€ти
4976,тривоз≥
4977,далекий
4978,верх
4979,з≥мкнутис€
4980,розбитий
4981,тиша
4982,в≥вчарка
4983,вертати
4984,скал€ти
4985,≥ван
4986,зуб
4987,махати
4988,хв≥ст
4989,зробилось
4990,≥ще
4991,сумн≥ше
4992,схот≥лось
4993,сонце
4994,веселий
4995,шум
4996,р≥ка
4997,теплий
4998,хатн≥й
4999,дух
5000,розмова
5001,жаль
5002,вхопити
5003,серце
5004,солодкий
5005,туга
5006,згадка
5007,почати
5008,заливати
5009,хвилюватись
5010,око
5011,почути
5012,тихий
5013,≥ва
5014,хтось
5015,кликати
5016,≥ва
5017,мар≥чка
5018,вз€тис€
